"SpeciesID"	"Plot"	"Pheno.Event"	"MinDOY"	"MeanDOY"	"MaxDOY"
"306"	"Scelionidae"	"Art3"	"Peak"	223.087163822377	223.087163822377	223.087163822377
"307"	"Scelionidae"	"Art4"	"End"	232.963201720566	232.963201720566	232.963201720566
"308"	"Scelionidae"	"Art4"	"Onset"	212.919631985062	212.919631985062	212.919631985062
"309"	"Scelionidae"	"Art4"	"Peak"	222.839776160371	222.839776160371	222.839776160371
"310"	"Scelionidae"	"Art7"	"End"	221.139457388857	221.139457388857	221.139457388857
"311"	"Scelionidae"	"Art7"	"Onset"	205.975003642089	205.975003642089	205.975003642089
"312"	"Scelionidae"	"Art7"	"Peak"	210.761369993579	210.761369993579	210.761369993579
"313"	"Thomisidae"	"Art5"	"End"	212.538088165029	223.964550288761	231.988817352947
"314"	"Thomisidae"	"Art5"	"Onset"	160.243622805658	168.387982477413	177.130199899906
"315"	"Thomisidae"	"Art5"	"Peak"	186.301559176023	195.340844647962	203.919914416984
"316"	"Thomisidae"	"Art7"	"End"	215.411106384437	221.335006243287	231.30119725357
"317"	"Thomisidae"	"Art7"	"Onset"	159.702574647552	163.592806661251	169.832196454492
"318"	"Thomisidae"	"Art7"	"Peak"	184.077466046385	190.668235457167	201.340726646956
"319"	"Thysanoptera"	"Art1"	"End"	229.127922665307	229.127922665307	229.127922665307
"320"	"Thysanoptera"	"Art1"	"Onset"	166.735087522659	166.735087522659	166.735087522659
"321"	"Thysanoptera"	"Art1"	"Peak"	199.786073465086	199.786073465086	199.786073465086
"322"	"Thysanoptera"	"Art5"	"End"	225.701702363039	225.701702363039	225.701702363039
"323"	"Thysanoptera"	"Art5"	"Onset"	202.461106599529	202.461106599529	202.461106599529
"324"	"Thysanoptera"	"Art5"	"Peak"	217.574106070782	217.574106070782	217.574106070782
